
44.95,2022-12-17 00:00:01
43.25,2022-12-17 00:00:02
44.4,2022-12-17 00:00:03
44.15,2022-12-17 00:00:04
42.5,2022-12-17 00:00:05
44.7,2022-12-17 00:00:06
42.2,2022-12-17 00:00:07
43.6,2022-12-17 00:00:08
44.65,2022-12-17 00:00:09
41.25,2022-12-17 00:00:10
45.05,2022-12-17 00:00:11
42.45,2022-12-17 00:00:12
42.95,2022-12-17 00:00:13
45.0,2022-12-17 00:00:14
41.15,2022-12-17 00:00:15
44.5,2022-12-17 00:00:16
42.1,2022-12-17 00:00:17
42.9,2022-12-17 00:00:18
43.85,2022-12-17 00:00:19
41.4,2022-12-17 00:00:20
43.900000000000006,2022-12-17 00:00:21
42.4,2022-12-17 00:00:22
43.2,2022-12-17 00:00:23
44.1,2022-12-17 00:00:24
43.2,2022-12-17 00:00:25
44.05,2022-12-17 00:00:26
44.85,2022-12-17 00:00:27
42.35,2022-12-17 00:00:28
43.35,2022-12-17 00:00:29
42.6,2022-12-17 00:00:30
41.45,2022-12-17 00:00:31
45.05,2022-12-17 00:00:32
41.45,2022-12-17 00:00:33
43.75,2022-12-17 00:00:34
43.650000000000006,2022-12-17 00:00:35
41.55,2022-12-17 00:00:36
43.95,2022-12-17 00:00:37
41.75,2022-12-17 00:00:38
44.2,2022-12-17 00:00:39
42.650000000000006,2022-12-17 00:00:40
42.3,2022-12-17 00:00:41
43.6,2022-12-17 00:00:42
41.75,2022-12-17 00:00:43
43.45,2022-12-17 00:00:44
43.35,2022-12-17 00:00:45
43.3,2022-12-17 00:00:46
44.5,2022-12-17 00:00:47
43.25,2022-12-17 00:00:48
43.6,2022-12-17 00:00:49
43.95,2022-12-17 00:00:50
42.05,2022-12-17 00:00:51
43.1,2022-12-17 00:00:52
42.95,2022-12-17 00:00:53
41.85,2022-12-17 00:00:54
43.55,2022-12-17 00:00:55
41.4,2022-12-17 00:00:56
44.2,2022-12-17 00:00:57
43.45,2022-12-17 00:00:58
42.8,2022-12-17 00:00:59
45.35,2022-12-17 00:01:00
42.4,2022-12-17 00:01:01
44.1,2022-12-17 00:01:02
43.0,2022-12-17 00:01:03
42.75,2022-12-17 00:01:04
44.0,2022-12-17 00:01:05
42.9,2022-12-17 00:01:06
43.35,2022-12-17 00:01:07
43.0,2022-12-17 00:01:08
41.75,2022-12-17 00:01:09
44.150000000000006,2022-12-17 00:01:10
42.9,2022-12-17 00:01:11
42.3,2022-12-17 00:01:12
43.95,2022-12-17 00:01:13
41.5,2022-12-17 00:01:14
43.7,2022-12-17 00:01:15
43.25,2022-12-17 00:01:16
41.9,2022-12-17 00:01:17
44.2,2022-12-17 00:01:18
41.65,2022-12-17 00:01:19
43.3,2022-12-17 00:01:20
43.1,2022-12-17 00:01:21
41.7,2022-12-17 00:01:22
44.35,2022-12-17 00:01:23
41.45,2022-12-17 00:01:24
42.35,2022-12-17 00:01:25
43.45,2022-12-17 00:01:26
41.5,2022-12-17 00:01:27
44.5,2022-12-17 00:01:28
42.25,2022-12-17 00:01:29
42.900000000000006,2022-12-17 00:01:30
43.75,2022-12-17 00:01:31
41.95,2022-12-17 00:01:32
44.25,2022-12-17 00:01:33
42.25,2022-12-17 00:01:34
42.85,2022-12-17 00:01:35
43.65,2022-12-17 00:01:36
42.3,2022-12-17 00:01:37
43.35,2022-12-17 00:01:38
43.400000000000006,2022-12-17 00:01:39
42.0,2022-12-17 00:01:40
43.55,2022-12-17 00:01:41
41.95,2022-12-17 00:01:42
43.3,2022-12-17 00:01:43
44.8,2022-12-17 00:01:44
42.75,2022-12-17 00:01:45
45.1,2022-12-17 00:01:46
43.75,2022-12-17 00:01:47
42.55,2022-12-17 00:01:48
45.4,2022-12-17 00:01:49
41.7,2022-12-17 00:01:50
44.85,2022-12-17 00:01:51
43.65,2022-12-17 00:01:52
42.8,2022-12-17 00:01:53
45.4,2022-12-17 00:01:54
41.55,2022-12-17 00:01:55
44.0,2022-12-17 00:01:56
43.6,2022-12-17 00:01:57
42.8,2022-12-17 00:01:58
44.85,2022-12-17 00:01:59
43.0,2022-12-17 00:02:00
42.15,2022-12-17 00:02:01
44.25,2022-12-17 00:02:02
41.6,2022-12-17 00:02:03
42.85,2022-12-17 00:02:04
42.75,2022-12-17 00:02:05
41.1,2022-12-17 00:02:06
44.25,2022-12-17 00:02:07
41.0,2022-12-17 00:02:08
42.7,2022-12-17 00:02:09
43.05,2022-12-17 00:02:10
41.5,2022-12-17 00:02:11
44.75,2022-12-17 00:02:12
40.95,2022-12-17 00:02:13
43.400000000000006,2022-12-17 00:02:14
43.400000000000006,2022-12-17 00:02:15
41.650000000000006,2022-12-17 00:02:16
45.0,2022-12-17 00:02:17
41.95,2022-12-17 00:02:18
43.25,2022-12-17 00:02:19
43.8,2022-12-17 00:02:20
43.1,2022-12-17 00:02:21
45.150000000000006,2022-12-17 00:02:22
43.9,2022-12-17 00:02:23
45.1,2022-12-17 00:02:24
46.2,2022-12-17 00:02:25
44.650000000000006,2022-12-17 00:02:26
45.7,2022-12-17 00:02:27
45.0,2022-12-17 00:02:28
42.95,2022-12-17 00:02:29
45.45,2022-12-17 00:02:30
43.650000000000006,2022-12-17 00:02:31
44.8,2022-12-17 00:02:32
45.3,2022-12-17 00:02:33
42.0,2022-12-17 00:02:34
46.2,2022-12-17 00:02:35
43.6,2022-12-17 00:02:36
43.5,2022-12-17 00:02:37
44.8,2022-12-17 00:02:38
41.5,2022-12-17 00:02:39
44.7,2022-12-17 00:02:40
42.65,2022-12-17 00:02:41
42.6,2022-12-17 00:02:42
44.15,2022-12-17 00:02:43
42.400000000000006,2022-12-17 00:02:44
43.95,2022-12-17 00:02:45
42.8,2022-12-17 00:02:46
42.6,2022-12-17 00:02:47
43.75,2022-12-17 00:02:48
41.95,2022-12-17 00:02:49
43.15,2022-12-17 00:02:50
43.5,2022-12-17 00:02:51
41.45,2022-12-17 00:02:52
44.05,2022-12-17 00:02:53
42.95,2022-12-17 00:02:54
42.5,2022-12-17 00:02:55
45.0,2022-12-17 00:02:56
41.5,2022-12-17 00:02:57
44.9,2022-12-17 00:02:58
42.35,2022-12-17 00:02:59
42.7,2022-12-17 00:03:00
44.95,2022-12-17 00:03:01
41.6,2022-12-17 00:03:02
43.95,2022-12-17 00:03:03
42.8,2022-12-17 00:03:04
42.3,2022-12-17 00:03:05
44.05,2022-12-17 00:03:06
42.150000000000006,2022-12-17 00:03:07
43.0,2022-12-17 00:03:08
43.5,2022-12-17 00:03:09
42.7,2022-12-17 00:03:10
44.400000000000006,2022-12-17 00:03:11
43.15,2022-12-17 00:03:12
41.9,2022-12-17 00:03:13
43.95,2022-12-17 00:03:14
41.05,2022-12-17 00:03:15
43.6,2022-12-17 00:03:16
42.5,2022-12-17 00:03:17
41.2,2022-12-17 00:03:18
44.65,2022-12-17 00:03:19
40.75,2022-12-17 00:03:20
43.8,2022-12-17 00:03:21
42.4,2022-12-17 00:03:22
