
0.1,2022-12-12 07:00:02
-0.1,2022-12-12 07:00:03
-0.4,2022-12-12 07:00:04
0.0,2022-12-12 07:00:05
0.2,2022-12-12 07:00:06
0.0,2022-12-12 07:00:07
0.15,2022-12-12 07:00:08
0.25,2022-12-12 07:00:09
0.0,2022-12-12 07:00:10
0.1,2022-12-12 07:00:11
0.0,2022-12-12 07:00:12
0.05,2022-12-12 07:00:13
0.25,2022-12-12 07:00:14
0.1,2022-12-12 07:00:15
0.2,2022-12-12 07:00:16
0.1,2022-12-12 07:00:17
0.05,2022-12-12 07:00:18
0.1,2022-12-12 07:00:19
-0.05,2022-12-12 07:00:20
-0.05,2022-12-12 07:00:21
0.05,2022-12-12 07:00:22
0.0,2022-12-12 07:00:23
-0.1,2022-12-12 07:00:24
0.0,2022-12-12 07:00:25
-0.2,2022-12-12 07:00:26
0.1,2022-12-12 07:00:27
-0.05,2022-12-12 07:00:28
-0.2,2022-12-12 07:00:29
0.0,2022-12-12 07:00:30
0.0,2022-12-12 07:00:31
0.2,2022-12-12 07:00:32
0.0,2022-12-12 07:00:33
0.0499999999999999,2022-12-12 07:00:34
0.15,2022-12-12 07:00:35
0.05,2022-12-12 07:00:36
-0.05,2022-12-12 07:00:37
0.2,2022-12-12 07:00:38
0.1,2022-12-12 07:00:39
0.2,2022-12-12 07:00:40
0.1,2022-12-12 07:00:41
-0.05,2022-12-12 07:00:42
0.15,2022-12-12 07:00:43
-0.05,2022-12-12 07:00:44
0.05,2022-12-12 07:00:45
-0.2,2022-12-12 07:00:46
-0.1,2022-12-12 07:00:47
0.1,2022-12-12 07:00:48
0.15,2022-12-12 07:00:49
0.05,2022-12-12 07:00:50
0.0,2022-12-12 07:00:51
-0.1,2022-12-12 07:00:52
0.05,2022-12-12 07:00:53
-0.1,2022-12-12 07:00:54
-0.1,2022-12-12 07:00:55
-0.2,2022-12-12 07:00:56
-0.05,2022-12-12 07:00:57
0.1,2022-12-12 07:00:58
0.0,2022-12-12 07:00:59
0.05,2022-12-12 07:01:00
-0.05,2022-12-12 07:01:01
0.2,2022-12-12 07:01:02
0.1,2022-12-12 07:01:03
0.2,2022-12-12 07:01:04
-0.4,2022-12-12 07:01:05
-0.05,2022-12-12 07:01:06
